
Wed Sep  1 11:47:06 2021
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657815	0.440230	0.527465	0.007392	0.011234	0.008917	0.657815	0.570084	0.610816	2
1.00	0.655249	0.438513	0.525407	0.007749	0.011198	0.009160	0.655249	0.567686	0.608333	2
1.00	0.651233	0.435825	0.522186	0.008412	0.011186	0.009603	0.651233	0.563613	0.604263	2
1.00	0.642419	0.429926	0.515119	0.009245	0.011309	0.010174	0.642419	0.555171	0.595617	2
1.00	0.626464	0.419249	0.502326	0.008998	0.011285	0.010013	0.626464	0.540816	0.580498	2
1.00	0.603369	0.403793	0.483808	0.008870	0.011253	0.009920	0.603369	0.520045	0.558617	2
1.00	0.576035	0.385500	0.461889	0.008850	0.011276	0.009917	0.576035	0.495277	0.532612	2
1.00	0.414482	0.277384	0.332349	0.008963	0.011724	0.010160	0.414482	0.350074	0.379565	2
1.00	0.160214	0.107220	0.128467	0.008759	0.011160	0.009814	0.160214	0.122941	0.139124	2
1.00	0.128640	0.086090	0.103149	0.009196	0.011248	0.010119	0.128640	0.096433	0.110232	2
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.183979	0.123124	0.147522	0.009600	0.011389	0.010418	0.183979	0.143711	0.161371	2
1.00	0.637175	0.426417	0.510914	0.008670	0.011171	0.009763	0.637175	0.550727	0.590805	2
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657592	0.440081	0.527286	0.007391	0.011230	0.008915	0.657592	0.569861	0.610592	2
1.00	0.657146	0.439782	0.526928	0.007394	0.011223	0.008914	0.657146	0.569415	0.610143	2
1.00	0.657704	0.440155	0.527375	0.007392	0.011232	0.008916	0.657704	0.569973	0.610704	2
1.00	0.657592	0.440081	0.527286	0.007391	0.011230	0.008915	0.657592	0.569861	0.610592	2
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.620551	0.415292	0.497585	0.009485	0.011763	0.010502	0.620551	0.535991	0.575180	2
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1

Wed Sep  1 12:12:38 2021
43.90	0.026427	0.840580	0.051242	0.015160	0.063408	0.024469	0.026504	0.880417	0.051459	67
33.25	0.028519	0.634660	0.054586	0.014890	0.281188	0.028283	0.028476	0.669709	0.054630	70
25.69	0.030203	0.519226	0.057085	0.014120	0.207566	0.026441	0.030081	0.541588	0.056996	63
20.81	0.033255	0.463152	0.062054	0.013547	0.162474	0.025008	0.032995	0.479490	0.061741	52
16.53	0.036608	0.404913	0.067145	0.012063	0.141375	0.022229	0.036249	0.413056	0.066648	44
12.43	0.040475	0.336743	0.072265	0.012186	0.119433	0.022116	0.039964	0.335598	0.071422	37
8.58	0.047700	0.274024	0.081255	0.012361	0.091036	0.021767	0.047875	0.268197	0.081246	28
5.12	0.057661	0.197566	0.089268	0.012659	0.052733	0.020417	0.060718	0.200301	0.093188	24
3.10	0.073456	0.152244	0.099098	0.012330	0.034710	0.018197	0.073458	0.159692	0.100627	17
2.33	0.079474	0.124020	0.096871	0.011916	0.025376	0.016217	0.076415	0.132158	0.096838	15
2.05	0.077045	0.105652	0.089109	0.012697	0.022881	0.016331	0.074724	0.114313	0.090373	9
1.91	0.074904	0.095871	0.084100	0.013100	0.020022	0.015838	0.076528	0.105647	0.088760	6
1.79	0.076015	0.090868	0.082781	0.013200	0.017295	0.014973	0.081734	0.100803	0.090273	6
1.63	0.079822	0.087284	0.083387	0.010924	0.014759	0.012555	0.090167	0.096954	0.093437	4
1.46	0.087300	0.085044	0.086157	0.012672	0.012303	0.012484	0.100785	0.094741	0.097670	3
1.25	0.100596	0.084447	0.091817	0.001421	0.011388	0.002527	0.112964	0.094239	0.102756	2
1.11	0.113739	0.084372	0.096879	0.001417	0.011236	0.002516	0.121053	0.094202	0.105953	2
1.02	0.123000	0.084372	0.100089	0.001417	0.011236	0.002517	0.124958	0.094202	0.107422	2
1.00	0.125709	0.084372	0.100974	0.001419	0.011236	0.002520	0.125962	0.094202	0.107791	2
1.00	0.125934	0.084298	0.100993	0.001420	0.011226	0.002521	0.125962	0.094165	0.107767	2
1.00	0.125962	0.084298	0.101002	0.001422	0.011226	0.002525	0.125962	0.094165	0.107767	2
1.00	0.125851	0.084223	0.100913	0.001426	0.011216	0.002530	0.125851	0.094128	0.107702	2
1.00	0.125739	0.084148	0.100823	0.001429	0.011206	0.002535	0.125739	0.094016	0.107588	2
1.00	0.125628	0.084074	0.100734	0.001433	0.011196	0.002541	0.125628	0.093960	0.107511	2
1.00	0.125516	0.083999	0.100644	0.001438	0.011186	0.002548	0.125516	0.093905	0.107433	2
1.00	0.125293	0.083850	0.100465	0.001438	0.011166	0.002548	0.125293	0.093681	0.107205	2
1.00	0.125181	0.083775	0.100376	0.001441	0.011156	0.002552	0.125181	0.093570	0.107092	2
1.00	0.125181	0.083775	0.100376	0.001437	0.011156	0.002547	0.125181	0.093570	0.107092	2
1.00	0.125404	0.083924	0.100555	0.001435	0.011176	0.002543	0.125404	0.093793	0.107319	2
1.00	0.125628	0.084074	0.100734	0.001426	0.011196	0.002530	0.125628	0.093905	0.107474	3
1.00	0.126966	0.084970	0.101807	0.009145	0.011227	0.010080	0.126966	0.094872	0.108597	3
1.00	0.126632	0.084746	0.101539	0.008566	0.011229	0.009719	0.126632	0.094704	0.108365	3
1.00	0.127524	0.085343	0.102254	0.009443	0.011245	0.010265	0.127524	0.095355	0.109118	2
1.00	0.132322	0.088554	0.106101	0.009393	0.011262	0.010243	0.132322	0.099502	0.113588	2
1.00	0.152404	0.101994	0.122204	0.009305	0.011380	0.010239	0.152404	0.117409	0.132637	2
1.00	0.191342	0.128052	0.153426	0.009187	0.011603	0.010255	0.191342	0.152767	0.169892	2
1.00	0.270110	0.180766	0.216586	0.009261	0.011968	0.010442	0.270110	0.223859	0.244820	2
1.00	0.308044	0.206152	0.247003	0.009274	0.011988	0.010458	0.308044	0.257464	0.280492	2
1.00	0.357470	0.239229	0.286634	0.009251	0.012117	0.010492	0.357470	0.301343	0.327015	2
1.00	0.447060	0.299186	0.358472	0.009282	0.012208	0.010546	0.447060	0.381589	0.411738	2
1.00	0.551824	0.369297	0.442476	0.009472	0.012366	0.010727	0.551824	0.474664	0.510344	2
1.00	0.644092	0.431046	0.516461	0.010044	0.011787	0.010846	0.644092	0.557523	0.597690	2
1.00	0.657369	0.439931	0.527107	0.010495	0.011315	0.010890	0.657369	0.569666	0.610383	2
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657146	0.439782	0.526928	0.009645	0.011263	0.010391	0.657146	0.569461	0.610170	2
1.00	0.380453	0.254611	0.305064	0.009337	0.012252	0.010598	0.380453	0.319952	0.347590	2
1.00	0.186210	0.124617	0.149311	0.009366	0.011499	0.010324	0.186210	0.147346	0.164514	2
1.00	0.128082	0.085716	0.102702	0.009029	0.011246	0.010016	0.128082	0.095931	0.109700	2
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.148276	0.099231	0.118894	0.009588	0.011454	0.010438	0.148276	0.113876	0.128819	2
1.00	0.359032	0.240275	0.287887	0.009450	0.012401	0.010727	0.359032	0.299870	0.326795	2
1.00	0.656142	0.439110	0.526123	0.010683	0.011374	0.011018	0.656142	0.567955	0.608872	2
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.653576	0.437393	0.524065	0.010750	0.011636	0.011175	0.653576	0.565166	0.606164	2
1.00	0.145933	0.097663	0.117016	0.010130	0.011438	0.010745	0.145933	0.111254	0.126255	2
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.126074	0.084372	0.101091	0.001417	0.011236	0.002516	0.126074	0.094202	0.107832	1
1.00	0.217003	0.145225	0.174002	0.009957	0.011696	0.010756	0.217003	0.171362	0.191501	2
1.00	0.651121	0.435750	0.522097	0.010807	0.012076	0.011407	0.651121	0.561010	0.602716	2
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.650898	0.435601	0.521918	0.010908	0.012161	0.011500	0.650898	0.561196	0.602728	2
1.00	0.511882	0.342567	0.410449	0.009988	0.013508	0.011484	0.511882	0.435083	0.470368	2
1.00	0.598683	0.400657	0.480050	0.010287	0.013407	0.011642	0.598683	0.513645	0.552914	2
1.00	0.650340	0.435227	0.521471	0.010992	0.012304	0.011611	0.650340	0.560183	0.601904	2
1.00	0.646212	0.432465	0.518161	0.010917	0.012587	0.011693	0.646212	0.555757	0.597581	2
1.00	0.600022	0.401553	0.481124	0.010297	0.013390	0.011642	0.600022	0.514634	0.554058	2
1.00	0.652572	0.436721	0.523260	0.011080	0.012101	0.011568	0.652572	0.562758	0.604346	2
1.00	0.657815	0.440230	0.527465	0.012337	0.011491	0.011899	0.657815	0.569229	0.610325	2
1.00	0.657815	0.440230	0.527465	0.011887	0.011250	0.011560	0.657815	0.570084	0.610816	2
1.00	0.657592	0.440081	0.527286	0.012165	0.011343	0.011740	0.657592	0.569396	0.610325	2
1.00	0.657704	0.440155	0.527375	0.007392	0.011232	0.008916	0.657704	0.570029	0.610736	2
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1
1.00	0.657927	0.440305	0.527554	0.007392	0.011236	0.008918	0.657927	0.570196	0.610928	1

Wed Sep  1 12:43:02 2021
41.67	0.021481	0.648551	0.041584	0.010575	0.061610	0.018052	0.021653	0.760833	0.042108	68
31.88	0.025101	0.535578	0.047955	0.015643	0.244822	0.029407	0.025195	0.629544	0.048452	72
22.26	0.031995	0.476592	0.059964	0.020939	0.182020	0.037558	0.031988	0.578919	0.060627	61
16.10	0.037113	0.399836	0.067922	0.011281	0.106794	0.020407	0.036527	0.495507	0.068039	52
11.61	0.044022	0.342044	0.078004	0.010388	0.083873	0.018486	0.042731	0.428491	0.077712	42
8.08	0.044794	0.242291	0.075609	0.019962	0.053198	0.029030	0.042112	0.305088	0.074008	31
5.73	0.034610	0.132756	0.054905	0.008925	0.038490	0.014490	0.029835	0.165339	0.050549	24
4.16	0.024132	0.067199	0.035511	0.009547	0.033325	0.014842	0.019086	0.081734	0.030946	20
3.16	0.012655	0.026730	0.017178	0.012810	0.029809	0.017920	0.009100	0.031165	0.014086	16
2.48	0.006888	0.011424	0.008595	0.016944	0.023197	0.019584	0.005024	0.012886	0.007230	12
1.74	0.002636	0.003061	0.002833	0.008797	0.002862	0.004319	0.001832	0.003263	0.002346	9
1.18	0.001984	0.001568	0.001752	0.009556	0.000683	0.001274	0.002176	0.001674	0.001892	8
1.01	0.006622	0.004480	0.005344	0.009168	0.001399	0.002428	0.006694	0.005132	0.005810	6
1.00	0.015620	0.010453	0.012525	0.008824	0.002837	0.004293	0.015620	0.012570	0.013930	7
1.00	0.033806	0.022624	0.027107	0.008566	0.004004	0.005457	0.033806	0.028041	0.030655	7
1.00	0.072743	0.048682	0.058329	0.008719	0.005535	0.006771	0.072743	0.061131	0.066434	8
1.00	0.118487	0.079295	0.095008	0.014534	0.006415	0.008901	0.118487	0.098802	0.107753	8
1.00	0.171706	0.114911	0.137681	0.012942	0.007289	0.009326	0.171706	0.144899	0.157168	8
1.00	0.235301	0.157470	0.188674	0.012905	0.007918	0.009815	0.235301	0.198388	0.215273	8
1.00	0.343300	0.229747	0.275273	0.011864	0.008743	0.010067	0.343300	0.292742	0.316012	8
1.00	0.456655	0.305607	0.366166	0.011579	0.009109	0.010197	0.456655	0.393376	0.422660	7
1.00	0.529399	0.354290	0.424495	0.010806	0.009616	0.010177	0.529399	0.458701	0.491520	7
1.00	0.578155	0.386919	0.463589	0.011241	0.010978	0.011108	0.578155	0.501488	0.537099	5
1.00	0.599799	0.401404	0.480945	0.011246	0.011763	0.011499	0.599799	0.519171	0.556580	5
1.00	0.608278	0.407078	0.487744	0.010607	0.012399	0.011433	0.608278	0.525875	0.564083	5
1.00	0.605936	0.405510	0.485865	0.010132	0.012655	0.011254	0.605936	0.522918	0.561374	4
1.00	0.570345	0.381692	0.457327	0.009842	0.012923	0.011174	0.570345	0.489903	0.527072	2
1.00	0.547919	0.366684	0.439345	0.009770	0.013087	0.011188	0.547919	0.470034	0.505997	2
1.00	0.557291	0.372956	0.446860	0.009845	0.013126	0.011251	0.557291	0.478328	0.514799	2
